"Origin","Destination","YEAR","MS_ALL_TOT","MS_MAL_TOT","MS_MAL_LOW","MS_MAL_MED","MS_MAL_HIG","MS_FEM_TOT","MS_FEM_LOW","MS_FEM_MED","MS_FEM_HIG","MR_ALL_TOT","MR_MAL_TOT","MR_MAL_LOW","MR_MAL_MED","MR_MAL_HIG","MR_FEM_TOT","MR_FEM_LOW","MR_FEM_MED","MR_FEM_HIG","NS_ALL_TOT","NS_MAL_TOT","NS_MAL_LOW","NS_MAL_MED","NS_MAL_HIG","NS_FEM_TOT","NS_FEM_LOW","NS_FEM_MED","NS_FEM_HIG","RS_ALL_TOT","RS_MAL_TOT","RS_MAL_LOW","RS_MAL_MED","RS_MAL_HIG","RS_FEM_TOT","RS_FEM_LOW","RS_FEM_MED","RS_FEM_HIG"
"Ethiopia","Oecd",2000,106071.533940413,56104.464143642,11934.2312719523,12407.195366369,31763.0375053208,49967.0697967713,15838.1711399659,13438.0235257612,20690.8751310443,0.0044081347545189,0.00477587250225782,0.00120274554410093,0.00829326074128038,0.0965643271558121,0.00405734941483544,0.00143505304099307,0.0125254247262701,0.100589954885475,24062679.5339404,11747479.4641436,9922490.53050809,1496057.55244269,328931.381192863,12315200.0697968,11036645.1187099,1072859.70890688,205695.242180012,23956608,11691375,9910556.29923614,1483650.35707632,297168.343687542,12265233,11020806.9475699,1059421.68538112,185004.367048968
"Fiji","Oecd",2000,97001.3673469388,45758.9456421253,12295.3058888668,10756.6026929557,22707.0370603028,51242.4217048135,16630.8323373046,12426.2110581829,22185.378309326,0.205496408857121,0.195717538765509,0.103559407908411,0.142579105618804,0.572964141156905,0.215093337190556,0.130039645512008,0.158428814830116,0.69527220122092,472034.367346939,233800.945642125,118727.077888867,75443.0506929557,39630.8170603028,238233.421704813,127890.477337305,78434.0340581829,31908.910309326,375033,188042,106431.772,64686.448,16923.78,186991,111259.645,66007.823,9723.532
"Finland","Oecd",2000,267808.22522945,108225.564980321,42494.716515416,40462.3323191227,25268.5161457822,159582.660249129,52947.8909840525,59307.07788012,47327.6913849567,0.0696490372297375,0.0595414253564559,0.0671037084210506,0.0582307903080822,0.0516188785084642,0.0787106851438934,0.0674751672421352,0.0823796188874036,0.0905216890256963,3845110.22522945,1817651.56498032,633269.271033095,694861.465988153,489520.827959073,2027458.66024913,784701.885866374,719924.15941109,522832.614971665,3577302,1709426,590774.554517678,654399.13366903,464252.311813291,1867876,731753.994882322,660617.08153097,475504.923586709
"France","Oecd",2000,796015.739936451,357298.480572142,106434.33833989,105554.222799507,145309.919432744,438717.259364309,142115.176786793,131157.706114801,165444.376462716,0.0192545083610649,0.0182073232288224,0.00996867219661827,0.022963917677199,0.0334008837963814,0.0202007254351417,0.0115146009721982,0.0289670795583434,0.0341269798770473,41341784.7399364,19623888.4805721,10676882.1604944,4596525.04782808,4350481.27224965,21717896.2593643,12342171.2250323,4527819.44588623,4847905.58844581,40545769,19266590,10570447.8221545,4490970.82502858,4205171.3528169,21279179,12200056.0482455,4396661.73977143,4682461.2119831
"Gabon","Oecd",2000,4226.43259381297,2094.54751475934,456.187645427677,299.821536632596,1338.53833269907,2131.88507905362,972.62768164336,352.032814119594,807.22458329067,0.00862633328662311,0.00873020784031985,0.00230728077593233,0.00912724537182864,0.143099429824526,0.00852665746340448,0.00447091777718458,0.013051396262538,0.146564053970405,489945.432593813,239919.547514759,197716.571899811,32849.0715893318,9353.90402561655,250025.885079054,217545.419109864,26972.8086587984,5507.65731039119,485719,237825,197260.384254383,32549.2500526992,8015.36569291748,247894,216572.791428221,26620.7758446788,4700.43272710052
"Gambia, The","Oecd",2000,16576.0524681406,11186.9562204529,5090.4069676976,2855.61637664828,3240.932876107,5389.09624768769,2684.44471136658,1497.55373893562,1207.09779738549,0.0302049999240876,0.0414347125243373,0.0228531998114417,0.0668586023454064,0.714657139320675,0.019329953504275,0.0103809859884619,0.0823949047634922,0.595416756946407,548785.05246814,269989.956220453,222743.729967698,42711.2783766483,4534.947876107,278795.096247688,258592.460711367,18175.3197389356,2027.31579738549,532209,258803,217653.323,39855.662,1294.015,273406,255908.016,16677.766,820.218
"Georgia","Oecd",2000,37772.7064036802,16306.567416013,5996.17119445205,4478.0367023489,5832.35951921206,21466.1389876672,6581.88188554826,5616.67023288817,9267.58686923077,0.0125212227553217,0.0119013567656753,0.0141699110450243,0.00687930597833386,0.0197013718877864,0.0130370314528251,0.00755154246123622,0.0107404236127973,0.0367746844233763,3016694.70640368,1370143.56741601,423162.232663244,650943.091709007,296038.243043762,1646551.13898767,871594.368876895,522946.806883468,252009.963227304,2978922,1353837,417166.061468792,646465.055006658,290205.88352455,1625085,865012.486991347,517330.13665058,242742.376358074
"Germany","Oecd",2000,2299490.70563053,978663.06293378,243293.202903939,289285.330388288,446084.529641552,1320827.64269675,395828.788492285,434560.490506867,490438.363697597,0.0367170292071678,0.0327850349098424,0.120500976895204,0.0152292388863433,0.0504820163266669,0.0402980632620391,0.0826080528447634,0.0212030926927579,0.0654820664927655,62627362.7056305,29850908.0629338,2019014.36131528,18995389.8909355,8836503.81068297,32776454.6426967,4791648.93568093,20495146.4771596,7489659.22985618,60327872,28872245,1775721.15841135,18706104.5605472,8390419.28104142,31455627,4395820.14718865,20060585.9866528,6999220.86615859
"Ghana","Oecd",2000,162133.271005542,89565.8133564471,23739.9705650845,24401.5647826446,41424.278008718,72567.4576490947,24415.2626567594,22566.2801238327,25585.9148685026,0.0209713939962432,0.0232025698588914,0.0105233334783779,0.0162817452971902,0.392555977944686,0.0187464590033815,0.00768473826652957,0.0347544129278912,0.573957633278898,7731163.27100554,3860167.81335645,2255936.35456508,1498706.94678264,105524.512008718,3870995.4576491,3177110.50265676,649306.900123833,44578.0548685026,7569030,3770602,2232196.384,1474305.382,64100.234,3798428,3152695.24,626740.62,18992.14
"Greece","Oecd",2000,713826.259108253,381490.865668975,221688.323346643,62778.1625484104,97024.3797739211,332335.393439279,213981.243208273,53708.3049185285,64645.8453124766,0.0846200013066556,0.092708621408699,0.100904706424092,0.0508733836021526,0.141863007971409,0.0769166093677524,0.0827689075240553,0.0494067390682356,0.099704607702608,8435668.25910825,4114944.86566897,2197006.77206186,1234008.00385831,683930.089748804,4320723.39343928,2585285.33974045,1087064.35460863,648373.699090194,7721842,3733454,1975318.44871522,1171229.8413099,586905.709974882,3988388,2371304.09653218,1033356.0496901,583727.853777717
"Grenada","Oecd",2000,38736.2153545869,15805.3957369377,5959.05477177299,4048.6911030847,5797.64986208004,22930.8196176491,6707.8278658406,6325.22781001527,9897.76394179326,0.536115705189019,0.495565228446235,0.330082093156823,0.659465694865191,0.752836679084181,0.568160068083215,0.320549867774476,0.743630425969621,0.905732740876955,72253.4612951314,31893.6737883991,18053.2506770727,6139.35059034775,7701.07252097869,40359.7875067323,20926.0041578302,8505.87548481196,10927.9078640902,33517.2459405446,16088.2780514614,12094.1959052997,2090.65948726305,1903.42265889865,17428.9678890832,14218.1762919896,2180.64767479668,1030.14392229695
"Guatemala","Oecd",2000,369317.521484863,194044.418598205,124969.618568036,31797.9989692927,37276.8010608762,175273.102886657,110783.86352905,30286.3524588991,34202.8868987082,0.0850670662357717,0.0937836072528198,0.0749168077097011,0.148814758940124,0.199044763977764,0.0771305558921311,0.0572436900473138,0.134414177130281,0.305936437245814,4341486.52148486,2069065.41859821,1668111.90156804,213675.035969293,187278.481060876,2272421.10288666,1935302.62352905,225321.116458899,111797.362898708,3972169,1875021,1543142.283,181877.037,150001.68,2097148,1824518.76,195034.764,77594.476
"Guinea","Oecd",2000,15707.912251749,8641.98991876882,4397.75210326309,2467.22974069578,1777.00807480995,7065.92233298013,3054.84441175546,2436.6562897282,1574.42163149647,0.00496912239767523,0.0054007542899019,0.00311613014231327,0.0187794872286403,0.0309154494915818,0.00452665488622823,0.00207603003057103,0.0329653261669189,0.101187430024681,3161103.91225175,1600144.98991877,1411286.40410326,131378.972740696,57479.61307481,1560958.92233298,1471483.72941176,73915.7342897282,15559.4586314965,3145396,1591503,1406888.652,128911.743,55702.605,1553893,1468428.885,71479.078,13985.037
"Guinea-Bissau","Oecd",2000,17602.5245492034,8350.0888147863,5852.65492729822,1542.58574711512,954.848140372954,9252.43573441715,6792.59452566186,1652.17897613861,807.662232616674,0.0359650242602243,0.0353661338806232,0.0285304132094896,0.0590124215690469,0.19782767496307,0.036523190384108,0.0286953560072614,0.109586600068856,0.524491336175459,489434.524549203,236104.088814786,205137.404927298,26140.0177471151,4826.66614037295,253330.435734417,236714.070525662,15076.4689761386,1539.89623261667,471832,227754,199284.75,24597.432,3871.818,244078,229921.476,13424.29,732.234
"Guyana","Oecd",2000,267100.045907292,121037.071912606,35472.5592507971,31165.94617324,54398.5664885687,146062.973994687,45895.5445802738,38553.2895647693,61614.1398496435,0.43033312735324,0.424453083844433,0.264179210838429,0.350426271511007,0.878129549921271,0.435330575388781,0.288303036063999,0.356070873833291,0.905348094865766,620682.045907292,285160.071912606,134274.605250797,88937.24217324,61948.2244885687,335521.973994687,159192.026580274,108274.201564769,68055.7458496435,353582,164123,98802.046,57771.296,7549.658,189459,113296.482,69720.912,6441.606
"Haiti","Oecd",2000,391425.601898246,180578.886003199,64935.2161937556,38793.1862749397,76850.4835345039,210846.715895047,87447.4921564857,46964.6862635605,76434.5374750005,0.116786757115651,0.115405345795738,0.0529546096603418,0.159217884165753,0.810278547039857,0.117996424750259,0.0585607293567454,0.22957860897444,0.858401360576468,3351626.60189825,1564735.8860032,1226242.93919376,243648.42227494,94844.5245345039,1786890.71589505,1493278.74015649,204569.086263561,89042.8894750005,2960201,1384157,1161307.723,204855.236,17994.041,1576044,1405831.248,157604.4,12608.352
"Holy See (Vatican City)","Oecd",2000,64.24,27.2575077239959,7.35967044284243,4.93480260899416,14.9630346721593,36.9824922760041,7.14018537590113,13.6561620322691,16.1861448678339,0.0671096067861769,0.0484098113426758,0.0213971795030546,0.0319126312764282,0.23210175243257,0.0938207378579087,0.0285842660146462,0.137735744002471,0.357778502718471,957.24,563.057507723996,343.955166698105,154.634776626495,64.4675643993956,394.182492276004,249.794252972688,99.1475533905287,45.2406859127878,893,535.8,336.595496255263,149.699974017501,49.5045297272364,357.2,242.654067596786,85.4913913582596,29.054541044954
"Honduras","Oecd",2000,212043.632976994,99888.4578347318,57796.7290421641,19347.3238598576,22744.4049327101,112155.175142262,56686.6223306802,26631.6206928144,28836.9321187676,0.08082996140152,0.0771237926486723,0.0545538802794858,0.163191807622691,0.194111788475138,0.0844440766147243,0.0537300761910512,0.146102706309168,0.317401614855326,2623329.63297699,1295170.45783473,1059443.04504216,118555.729859858,117171.68293271,1328159.17514226,1055025.90633068,182280.132692814,90853.1361187676,2411286,1195282,1001646.316,99208.406,94427.278,1216004,998339.284,155648.512,62016.204
"Hungary","Oecd",2000,299351.516419389,154532.128572828,48989.6587234462,37567.9874466065,67974.482402775,144819.387846561,50291.5712024991,39210.7553056572,55317.0613384052,0.0410773865013851,0.0457642846511796,0.0327527522241193,0.0269478532400796,0.139619295727385,0.0370305884632354,0.0215614298729013,0.0356066978575154,0.115942581276414,7287501.51641939,3376697.12857283,1495741.74372345,1394099.45244661,486855.932402775,3910804.38784656,2332478.4812025,1101218.52530566,477107.381338405,6988150,3222165,1446752.085,1356531.465,418881.45,3765985,2282186.91,1062007.77,421790.32
"Iceland","Oecd",2000,18290.3951869933,8669.33005359072,2343.84241304987,2903.97063287397,3421.51700766688,9621.0651334026,2522.13301627954,3392.96173690721,3705.97038021585,0.0956093600383569,0.0918864175832944,0.0632721277473315,0.072284222928075,0.199736465120286,0.0992322074165467,0.0550205973945266,0.0991460243951591,0.21937380393001,191303.395186993,94348.3300535907,37043.8374130499,40174.335632874,17130.1570076669,96955.0651334026,45839.7970162795,34221.8637369072,16893.4043802158,173013,85679,34699.995,37270.365,13708.64,87334,43317.664,30828.902,13187.434
"India","Oecd",2000,1695645.90882123,896624.036800536,192173.923574032,114037.862369861,590412.250856643,799021.872020695,236568.463334231,118493.111845005,443960.296841459,0.00350869091093852,0.00362261596076237,0.00110255107674178,0.00201523433990535,0.0355239704261448,0.00338909073012788,0.0011775684369355,0.00429178762813164,0.0611691411149871,483270242.908821,247507339.036801,174299338.713574,56587891.5973699,16620108.7258566,235762903.872021,200895723.691334,27609267.305845,7257912.87484146,481574597,246610715,174107164.79,56473853.735,16029696.475,234963882,200659155.228,27490774.194,6813952.578
"Indonesia","Oecd",2000,452316.914309614,217659.444972678,81913.886405758,58983.3252239528,76762.2333429672,234657.469336936,90409.2195427493,64360.570249654,79887.6795445331,0.00433643139634949,0.0042349686118724,0.00235515561309663,0.00449931544695707,0.0218964367790905,0.00443498949367946,0.0021872006009501,0.0066323493568664,0.0427009093535187,104306253.91431,51395763.4449727,34780668.3984058,13109399.845224,3505695.20134297,52910490.4693369,41335586.4585427,9704038.00924965,1870866.00154453,103853937,51178104,34698754.512,13050416.52,3428932.968,52675833,41245177.239,9639677.439,1790978.322
"Iran","Oecd",2000,525412.67753877,293760.257011688,58810.1297804947,53206.3921377053,181743.735093488,231652.420527082,58628.6014718356,51382.1887447745,121641.630310472,0.0189483898801051,0.0210565263312736,0.00674619962555437,0.0138693016314769,0.130073304513702,0.016813714437547,0.00554655447684925,0.0207512193566568,0.166356923033107,27728618.6775388,13951031.2570117,8717519.9437805,3836270.4591377,1397240.85409349,13777587.4205271,10570274.1614718,2476104.55374477,731208.705310472,27203206,13657271,8658709.814,3783064.067,1215497.119,13545935,10511645.56,2424722.365,609567.075
"Iraq","Oecd",2000,251532.045476639,149401.211670255,55761.9877478639,30478.4438708235,63160.7800515674,102130.833806384,46755.981401432,20327.6466918116,35047.2057131404,0.0262005368274938,0.0308971081098994,0.0179779412361297,0.026385327035896,0.109156597767638,0.0214343537360565,0.0120088066649567,0.0371476961918185,0.108125694810511,9600263.04547664,4835443.21167026,3101689.28774786,1155128.52387082,578625.400051567,4764819.83380638,3893474.40640143,547211.503691812,324133.92371314,9348731,4686042,3045927.3,1124650.08,515464.62,4662689,3846718.425,526883.857,289086.718
"Ireland","Oecd",2000,680459.334493336,312740.551663576,98776.6519942594,102466.716339308,111497.183330008,367718.78282976,127633.085392978,123439.348097732,116646.34933905,0.227014682793771,0.216847602980039,0.192437078302556,0.172237011089176,0.333820539663321,0.23644305125038,0.233918630531572,0.18531008912781,0.339624000106553,2997424.33449334,1442213.55166358,513293.242994259,594916.944339308,334003.364330008,1555210.78282976,545630.269392978,666123.192097732,343457.32133905,2316965,1129473,414516.591,492450.228,222506.181,1187492,417997.184,542683.844,226810.972
"Israel","Oecd",2000,140566.829636871,75365.8802548091,13880.7191913497,15910.1919776045,45574.9690858549,65200.9493820619,15920.3603681822,14440.6701972324,34839.9188166473,0.0405860543765577,0.0453549613260281,0.0223934402207277,0.0302069394893402,0.0884732897214994,0.0361878294189525,0.0233774468490167,0.0238059402918365,0.0677656142391454,3463426.82963687,1661689.88025481,619856.487191349,526706.519977604,515126.873085855,1801736.94938206,681013.648368182,606599.446197232,514123.854816647,3322860,1586324,605975.768,510796.328,469551.904,1736536,665093.288,592158.776,479283.936
"Italy","Oecd",2000,2336966.0892329,1242584.71360877,797920.16007062,211824.742923636,232839.810614516,1094381.37562413,752707.528921046,179280.910031381,162392.936671701,0.0517944530596179,0.0575219364717145,0.0587229108981506,0.0359017172700601,0.110146287766859,0.0465336202903723,0.0470864967409664,0.0323254944453726,0.0817552730773427,45120007.0892329,21601927.7136088,13587884.9986599,5900128.43481125,2113914.28013766,23518079.3756241,15985634.5453318,5546115.01254376,1986329.81774856,42783041,20359343,12789964.8385892,5688303.69188762,1881074.46952315,22423698,15232927.0164108,5366834.10251238,1823936.88107685
