"Origin","Destination","YEAR","MS_ALL_TOT","MS_MAL_TOT","MS_MAL_LOW","MS_MAL_MED","MS_MAL_HIG","MS_FEM_TOT","MS_FEM_LOW","MS_FEM_MED","MS_FEM_HIG","MR_ALL_TOT","MR_MAL_TOT","MR_MAL_LOW","MR_MAL_MED","MR_MAL_HIG","MR_FEM_TOT","MR_FEM_LOW","MR_FEM_MED","MR_FEM_HIG","NS_ALL_TOT","NS_MAL_TOT","NS_MAL_LOW","NS_MAL_MED","NS_MAL_HIG","NS_FEM_TOT","NS_FEM_LOW","NS_FEM_MED","NS_FEM_HIG","RS_ALL_TOT","RS_MAL_TOT","RS_MAL_LOW","RS_MAL_MED","RS_MAL_HIG","RS_FEM_TOT","RS_FEM_LOW","RS_FEM_MED","RS_FEM_HIG"
"Lithuania","Oecd",2000,133102.710631017,54579.1179329482,23329.3618052655,13433.9206007684,17815.8355269144,78523.592698069,36236.3563479147,21792.2533335749,20494.9830165794,0.054416686887858,0.0501933200906235,0.085656512465317,0.0235234987170898,0.0730356208819519,0.0577968974526645,0.054883221517124,0.0451578924523746,0.0949770348820069,2445990.71063102,1087378.11793295,272359.463791055,571085.141812201,243933.512329692,1358612.59269807,660244.704050557,482579.060937308,215788.827710204,2312888,1032799,249030.101985789,557651.221211433,226117.676802778,1280089,624008.347702642,460786.807603733,195293.844693625
"Luxembourg","Oecd",2000,19457.7320535786,9142.42264651684,3849.61142559913,1883.79320516485,3409.01801575287,10315.3094070617,4981.94797538295,2320.93342584794,3012.42800583085,0.0604954242728237,0.0587485963579462,0.0515426395827917,0.0566516231356936,0.0714989299663116,0.062132816424103,0.0562794317773539,0.0649124001062911,0.0721646667952986,321639.732053579,155619.422646517,74687.8983451282,33252.2371098306,47679.287191558,166020.309407062,88521.6466842087,35754.8545739723,41743.8081488808,302182,146477,70838.286919529,31368.4439046658,44270.2691758052,155705,83539.6987088257,33433.9211481244,38731.3801430499
"Macedonia","Oecd",2000,251703.287410371,130436.507694234,67699.5215966142,26524.7925049389,36212.1935926804,121266.779716137,65966.6303043386,20479.4246295695,34820.7247822291,0.169351271690617,0.177124483161108,0.198763097167935,0.102500918432898,0.264262236170506,0.161717549408567,0.140051940071085,0.117683538685447,0.332160060022648,1486279.28741037,736411.507694234,340604.078731048,258776.144745505,137031.28421768,749867.779716137,471015.469481225,174021.149077683,104831.161157229,1234576,605975,272904.557134434,232251.352240566,100819.090625,628601,405048.839176887,153541.724448113,70010.436375
"Madagascar","Oecd",2000,28559.8088693988,12065.5254299789,3285.12329591464,2158.70958532798,6621.69254873626,16494.2834394199,7593.38115998137,3116.85716808977,5784.04511134874,0.00487935805979191,0.00420032111933764,0.00140947516912632,0.00505316053416453,0.0577897798406471,0.00553375903395196,0.00279740129581282,0.0142440632934104,0.122010402878733,5853189.8088694,2872524.52542998,2330742.22793933,427199.88227821,114582.415212435,2980665.28343942,2714441.1391198,218817.980788649,47406.1635309698,5824630,2860459,2327457.10464342,425041.172692882,107960.722663699,2964171,2706847.75795982,215701.123620559,41622.118419621
"Malawi","Oecd",2000,13291.4548773899,6782.50495967482,1503.96978749598,2120.85443181603,3157.68074036281,6508.94991771504,1935.14921783388,2276.00502958206,2297.79567029909,0.00342433228821597,0.00364716785675799,0.000872964495573772,0.0181270420731499,0.159208574823205,0.00321936783325255,0.000980865569248126,0.0534499011731101,0.363092806427649,3881473.45487739,1859663.50495967,1722830.4187875,116999.476431816,19833.6097403628,2021809.94991772,1972899.52721783,42582.0250295821,6328.39767029909,3868182,1852881,1721326.449,114878.622,16675.929,2015301,1970964.378,40306.02,4030.602
"Malaysia","Oecd",2000,170692.127391377,75270.4802524422,12455.7212484557,16300.6783322145,46514.080671772,95421.6471389347,19000.7910756704,26474.4009628558,49946.4551004085,0.0154045116660919,0.0135488670999983,0.00500328007464422,0.00642467793737253,0.0879661245501466,0.0172703341871153,0.00646239474743696,0.0120427061313342,0.129197060589137,11080658.1273914,5555481.48025244,2489511.09324846,2537197.73833221,528772.648671772,5525176.64713893,2940208.98107567,2198376.40096286,386591.265100408,10909966,5480211,2477055.372,2520897.06,482258.568,5429755,2921208.19,2171902,336644.81
"Maldives","Oecd",2000,306.994161017335,144.166161273777,32.1906101244282,34.6170448333887,77.3585063159597,162.827999743558,38.1755809829201,57.2869579588837,67.3654608017545,0.00295076056331544,0.00267946093322309,0.000775464882303285,0.00653978881974463,0.0110520069753791,0.00324133686183597,0.000933458409738137,0.0128341839125856,0.0138206044574807,104038.994161017,53804.1661612738,41511.3706101244,5293.29704483339,6999.49850631596,50234.8279997436,40896.9275809829,4463.62295795889,4874.27746080176,103732,53660,41479.18,5258.68,6922.14,50072,40858.752,4406.336,4806.912
"Mali","Oecd",2000,35752.2116042429,24501.444750419,19925.4647117285,1947.55723682892,2628.42280186167,11250.7668538239,9165.81641711938,789.339177013011,1295.61125969151,0.00974943178402534,0.01406982847466,0.0121445331443909,0.0245876442582348,0.122169836539916,0.0058424607366561,0.00486168697452881,0.0223930828198299,0.252827392942863,3667107.21160424,1741417.44475042,1640694.16871173,79208.7772368289,21514.4988018617,1925689.76685382,1885316.03641712,35249.241177013,5124.48925969151,3631355,1716916,1620768.704,77261.22,18886.076,1914439,1876150.22,34459.902,3828.878
"Malta","Oecd",2000,95125.5621900517,48474.8563772078,21054.500344646,14317.2935707555,13103.0624618063,46650.7058128439,21193.9440039356,15427.7835629446,10028.9782459637,0.272274643776009,0.282124402120243,0.249665019481922,0.222332828168538,0.567377339160909,0.262742860489087,0.212502265030061,0.251908981419848,0.60510021113277,349373.562190052,171820.856377208,84330.998344646,64395.7695707555,23094.0884618064,177552.705812844,99735.1440039356,61243.4835629446,16574.0782459637,254248,123346,63276.498,50078.476,9991.026,130902,78541.2,45815.7,6545.1
"Marshall Islands","Oecd",2000,3364.12244897959,1552.56028112324,332.29705040722,383.44165801914,836.821572696875,1811.56216785636,435.21332675107,664.015517057384,712.333324047903,0.103968846961078,0.0946033646407312,0.0380101665396782,0.0697822111680026,0.38490403893093,0.11360772918914,0.0492040896524534,0.117454414951936,0.492176796552492,32357.0237365332,16411.258595498,8742.32029634336,5494.83387816407,2174.10442099061,15945.7651410352,8845.06409579248,5653.38916658951,1447.3118786532,28992.9012875536,14858.6983143748,8410.02324593614,5111.39222014493,1337.28284829373,14134.2029731788,8409.85076904141,4989.37364953213,734.9785546053
"Mauritania","Oecd",2000,11851.1693735445,8553.67115563301,5478.9645082561,1695.0493148497,1379.6573325272,3297.49821791153,2096.73150549319,781.564370962367,419.202341455972,0.0119171765962568,0.0178360642842415,0.0129247529019234,0.0454158585674536,0.0752418389368656,0.00640428330607737,0.00418841841161795,0.0675747470883015,0.154041128189927,994461.169373545,479571.671155633,423912.514988256,37322.8508348497,18336.3053325272,514889.498217912,500602.208145493,11565.9237309624,2721.36634145597,982610,471018,418433.55048,35627.80152,16956.648,511592,498505.47664,10784.35936,2302.164
"Mauritius","Oecd",2000,78785.0398258464,35989.1380925342,13769.4047745481,9326.23050809413,12893.502809892,42795.9017333122,21838.4082308594,10795.0841281293,10162.4093743235,0.105608976349926,0.0990420957463982,0.0672880624914014,0.0695680247416379,0.522442192898184,0.111845264348467,0.0851973499414168,0.0984160636038261,0.611480541984611,746007.039825846,363372.138092534,204633.693774548,134059.153508094,24679.290809892,382634.901733312,256327.318230859,109688.233128129,16619.3503743235,667222,327383,190864.289,124732.923,11785.788,339839,234488.91,98893.149,6456.941
"Mexico","Oecd",2000,6434391.16855147,3518573.40411551,2468075.12019725,549174.628322197,501323.655596063,2915817.76443597,2003807.94753924,463999.37377197,448010.443124755,0.122240601804162,0.138255121501635,0.163919454874924,0.0797371001723521,0.14299388142275,0.107249480296719,0.117846452063549,0.0614466504862896,0.170188361452781,52637103.1685515,25449859.4041155,15056633.2841973,6887316.2823222,3505909.83759606,27187243.764436,17003549.2155392,7551255.76577197,2632438.78312476,46202712,21931286,12588558.164,6338141.654,3004586.182,24271426,14999741.268,7087256.392,2184428.34
"Micronesia, Federated States of","Oecd",2000,3506,1619.53554919657,344.271626678406,401.530266343826,873.733656174334,1886.46445080343,456.347567686551,688.249614791988,741.867268324895,0.0786010536935321,0.0743126577851785,0.029267940064791,0.0546940661853768,0.324881281016042,0.0826980860817549,0.0353573546880963,0.0852345294605746,0.405399200939797,44605,21793.5355491966,11762.7556266784,7341.38626634383,2689.39365617433,22811.4644508034,12906.7225676865,8074.77461479199,1829.9672683249,41099,20174,11418.484,6939.856,1815.66,20925,12450.375,7386.525,1088.1
"Moldova","Oecd",2000,40190.4578463433,17057.8057910144,5284.26367561273,4347.07250236587,7426.46961303576,23132.6520553289,6719.61172533159,6326.14868961388,10086.8916403834,0.0155993154481769,0.0145067402996917,0.0179984987194694,0.00670678509239484,0.0317236666674901,0.0165165905921146,0.00979242977377597,0.0122475564903033,0.0509844323674624,2576424.45784634,1175853.80579101,293594.691311482,648160.399130014,234098.715349518,1400570.65205533,686204.739841653,516523.332194667,197842.580019009,2536234,1158796,288310.42763587,643813.326627648,226672.245736482,1377438,679485.128116321,510197.183505053,187755.688378626
"Monaco","Oecd",2000,2657.25501535893,1288.8565101657,530.289899121155,224.134226038104,534.432385006442,1368.39850519322,620.387637661964,207.259722010913,540.751145520346,0.105936690977757,0.10692871619587,0.082392109262558,0.082000916640936,0.185313863169179,0.10501901727144,0.0849104826010897,0.0792047700710296,0.17404980440196,25083.4247401296,12053.4179780556,6436.17336499163,2733.31366549887,2883.93094756512,13030.006762074,7306.372766441,2616.75807940666,3106.8759162263,22426.1697247706,10764.5614678899,5905.88346587047,2509.17943946076,2349.49856255867,11661.6082568807,6685.98512877904,2409.49835739575,2566.12477070595
"Mongolia","Oecd",2000,3154.87723785166,1726.47367243948,145.077591977762,147.807183464843,1433.58889699687,1428.40356541218,315.230586187655,352.968301294546,760.204677929982,0.00288697761728926,0.00320984358992362,0.000353594484373707,0.00141178166627196,0.062658859575056,0.00257403681316634,0.000614657942247489,0.0100208454655454,0.110999953229001,1092795.87723785,537868.473672439,410293.707591978,104695.497183465,22879.2688969969,554927.403565412,512855.304586188,35223.4053012946,6848.69367792998,1089641,536142,410148.63,104547.69,21445.68,553499,512540.074,34870.437,6088.489
"Morocco","Oecd",2000,1067016.33912029,616834.364762338,415026.248546335,108774.142043621,93033.9741723812,450181.974357949,320030.088662858,73072.6288550769,57079.2568400145,0.0748005295091225,0.087936170089215,0.0786318884910136,0.0909121868023101,0.17228394690727,0.0620918902910315,0.0536739082196354,0.0734686566377871,0.194706494974304,14264823.3391203,7014569.36476234,5278090.81672719,1196474.81673884,540003.731296309,7250253.97435795,5962489.0245235,994609.568204537,293155.381629911,13197807,6397735,4863064.56818085,1087700.67469522,446969.757123928,6800072,5642458.93586064,921536.939349461,236076.124789897
"Mozambique","Oecd",2000,12278.4370294617,6155.66711885388,2575.69412520514,1642.99737564734,1936.9756180014,6122.76991060782,2653.65457835828,1841.24161314047,1627.87371910907,0.00189815770225504,0.00211571474637048,0.000928088664243833,0.0132946487080347,0.181926864247532,0.00172030937690399,0.000761541959681938,0.0265507549772979,0.314209126121617,6468607.43702946,2909497.66711885,2775267.30412521,123583.361375647,10647.0016180014,3559109.76991061,3484580.91457836,69347.9946131404,5180.86071910907,6456329,2903342,2772691.61,121940.364,8710.026,3552987,3481927.26,67506.753,3552.987
"Namibia","Oecd",2000,1886.16494941186,892.860976089821,171.589512748256,197.872743221826,523.39872011974,993.303973322038,251.127175263831,280.995013176586,461.18178488162,0.00266942810310405,0.0026296747051906,0.0011699553043559,0.00112333022945603,0.0313014566068009,0.0027062015238075,0.00162375115881399,0.00140658053179025,0.0365526289865602,706580.164949412,339532.86097609,146663.305948018,176148.329345366,16721.2256827058,367047.303973322,154658.658071264,199771.720726822,12616.9251752367,704694,338640,146491.716435269,175950.456602145,16197.8269625861,366054,154407.530896,199490.725713645,12155.7433903551
"Nauru","Oecd",2000,372,173,30,55,88,199,39,63,97,0.0704529242990373,0.0643509123720873,0.0132381546241484,0.195462003820619,0.624897584225541,0.0767824844376368,0.0169555162566111,0.359058987627944,0.835185267775428,5280.1214953271,2688.38457176312,2266.17688429742,281.384611458681,140.823076007026,2591.73692356398,2300.13639276796,175.458635407507,116.141895388512,4908.1214953271,2515.38457176312,2236.17688429742,226.384611458681,52.8230760070256,2392.73692356398,2261.13639276796,112.458635407507,19.1418953885119
"Nepal","Oecd",2000,19616.5376669147,12338.7125758806,2867.38194001256,2874.69689436551,6596.63374150248,7277.82509103417,1751.45586614115,2129.40649607787,3396.96272881515,0.00202493113586861,0.00270597450101866,0.000823563193362714,0.0032313385257342,0.0349962893520636,0.00141931435979351,0.000369250965341866,0.00655774424296072,0.0568799116474679,9687508.53766692,4559803.71257588,3481678.10694001,889630.371894366,188495.233741502,5127704.82509104,4743266.85786614,324716.307496078,59721.6597288152,9667892,4547465,3478810.725,886755.675,181898.6,5120427,4741515.402,322586.901,56324.697
"Netherlands","Oecd",2000,570984.121669038,293225.669364725,90022.7541797455,60765.3897678805,142437.525417099,277758.452304313,96270.415674037,69191.5449982166,112296.491632059,0.048875867910821,0.0512152578578136,0.0555050517736656,0.0240468984292738,0.0903493084002247,0.0466274372214016,0.0439209665116434,0.0261341234016223,0.100487436805103,11682332.121669,5725357.66936473,1621883.97817975,2526953.31776788,1576520.3734171,5956974.45230431,2191901.11967404,2647555.60899822,1117517.72363206,11111348,5432132,1531861.224,2466187.928,1434082.848,5679216,2095630.704,2578364.064,1005221.232
"New Zealand","Oecd",2000,356495.773462213,179845.703289671,24775.929711839,66678.8727710743,88390.9008067575,176650.070172543,22591.3275524706,67577.7440780041,86480.9985420679,0.127782822707347,0.133719576284902,0.0884005552882884,0.101894272854227,0.215437795787384,0.122256792183231,0.083573346312988,0.0865291954016213,0.219712013614153,2789856.77346221,1344946.70328967,280268.937576701,654392.743608536,410285.022104434,1444910.07017254,270317.374487609,780981.999940542,393610.695744392,2433361,1165101,255493.007864862,587713.870837462,321894.121297676,1268260,247726.046935138,713404.255862538,307129.697202324
"Nicaragua","Oecd",2000,175772.587290432,79731.0324203176,28859.3045788372,16860.7903501862,34010.9374912942,96041.5548701144,38031.645584618,23063.1101156819,34946.7991698145,0.0894185890389409,0.0841174164936838,0.0404300461251325,0.14666825487915,0.285597419712971,0.0943550939216313,0.0547709655348685,0.107830832364153,0.31881346733844,1965727.58729043,947854.032420317,713808.351578837,114958.689350186,119086.991491294,1017873.55487011,694376.029584618,213882.334115682,109615.191169815,1789955,868123,684949.047,98097.899,85076.054,921832,656344.384,190819.224,74668.392
"Niger","Oecd",2000,2521.61151343307,1569.60688366146,595.033398984498,234.498274713007,740.075209963955,952.004629771609,457.565222090815,162.246268338924,332.193139341869,0.000676045115952755,0.000837884422578531,0.000331387448496143,0.00378213737517612,0.047096853560998,0.000512754505645482,0.000250774708741098,0.00579498844239852,0.082153121028617,3729945.61151343,1873297.60688366,1795582.18539898,62001.522274713,15713.899209964,1856648.00462977,1824606.73322209,27997.6862683389,4043.58513934187,3727424,1871728,1794987.152,61767.024,14973.824,1855696,1824149.168,27835.44,3711.392
"Nigeria","Oecd",2000,230945.146729399,130202.698524083,16694.0335552147,22979.0815694388,90529.5833994298,100742.448205315,18088.4044763781,24568.0272842679,58086.0164446693,0.0056036393073795,0.00641301125009219,0.00105439021973526,0.00710820972509581,0.0731691953085215,0.00481778654749021,0.000984819528666969,0.0104017934330591,0.320218782280556,41213421.1467294,20302895.6985241,15832879.7467471,3232752.33260356,1237263.61917344,20910525.4482053,18367227.6491736,2361903.0162804,181394.782751306,40982476,20172693,15816185.7131919,3209773.25103412,1146734.03577401,20809783,18349139.2446972,2337334.98899613,123308.766306637
"Norway","Oecd",2000,112761.109722977,49259.2603186275,14023.0107782359,13590.1477284621,21646.1018119295,63501.84940435,19988.0452012465,21089.3334662047,22424.4707368988,0.0355144588117655,0.0319244818402223,0.0366566901570195,0.016780390376851,0.0617470804807842,0.0389084717283353,0.0431730835034719,0.0260508540327644,0.0623658407545648,3175076.10972298,1542993.26031863,382549.83519156,809882.691835949,350560.733291119,1632082.84940435,462974.695787923,809544.801858718,359563.351757709,3062315,1493734,368526.824413324,796292.544107486,328914.63147919,1568581,442986.650586676,788455.468392514,337138.88102081
"Occupied Palestinian Territory","Oecd",2000,33054.5669136368,19167.3656451746,3416.24695080465,3736.64192454665,12014.4767698233,13887.2012684622,3229.42107273289,3004.17734906447,7653.60284666485,0.0293264541328816,0.0338430561314789,0.0107043185347947,0.026281718066625,0.114382969508262,0.0247647785594177,0.00779148297877928,0.0342277942759919,0.130801384569142,1127124.56691364,566360.365645175,319146.607950805,142176.470924547,105037.286769823,560764.201268462,414480.925072733,87770.1123490645,58513.1638466649,1094070,547193,315730.361,138439.829,93022.81,546877,411251.504,84765.935,50859.561
"Oman","Oecd",2000,1152.32767551189,665.968873133578,208.48977040134,169.711461673999,287.767641058239,486.358802378316,133.465249011996,156.841488994921,196.052064371399,0.00109441004301417,0.000952697508405253,0.000575996459593455,0.000669004368390761,0.00345071288073097,0.0013743361118079,0.000724351288263808,0.0012847451887383,0.0041229285600004,1052921.32767551,699034.968873134,361963.631770401,253677.658461674,83393.6786410583,353886.358802378,184254.865249012,122079.841488995,47551.6520643714,1051769,698369,361755.142,253507.947,83105.911,353400,184121.4,121923,47355.6
"Pakistan","Oecd",2000,581902.630854078,329264.223040865,125227.966187941,65892.6048697128,138143.651983211,252638.407813213,123815.59764881,46375.752646675,82447.0575177284,0.0104014610580327,0.0114275109232417,0.00584323271865997,0.0108957723454686,0.103519265989236,0.0093117905659415,0.00496067143701264,0.0262515296905563,0.203579175601261,55944316.6308541,28813293.2230409,21431281.6581879,6047538.69486971,1334472.86998321,27131023.4078132,24959443.3376488,1766592.39264668,404987.677517728,55362414,28484029,21306053.692,5981646.09,1196329.218,26878385,24835627.74,1720216.64,322540.62
"Palau","Oecd",2000,1161,411.074188562597,19.0064042713145,34.3514344839147,357.716349807367,749.925811437403,118.673879443586,201.151468315301,430.100463678516,0.083749007377592,0.0593977666804761,0.0032735433019326,0.0553860779352332,0.7235092116426,0.108025011681157,0.0198772878949119,0.408689947217009,0.89671843058402,13862.8508725542,6920.70108921646,5806.0647189526,620.217855542762,494.418514721099,6942.14978333774,5970.3255328894,492.185994994617,479.638255453719,12701.8508725542,6509.62690065387,5787.05831468129,585.866421058848,136.702164913731,6192.22397190034,5851.65165344582,291.034526679316,49.5377917752027
"Panama","Oecd",2000,95745.0325223608,37804.5858436443,4713.45724003155,8729.15146000019,24361.9771436126,57940.4466787165,10748.5907852409,13491.8011782815,33700.0547151941,0.0613454479169413,0.049048988724771,0.0118994498778375,0.0405215074480144,0.153004212277618,0.0733422960990808,0.0284722848557604,0.0603408867914704,0.178404606251244,1560752.03252236,770751.585843644,396107.155240032,215420.20546,159224.225143613,790000.446678717,377510.650785241,223593.021178282,188896.774715194,1465007,732947,391393.698,206691.054,134862.248,732060,366762.06,210101.22,155196.72
"Papua New Guinea","Oecd",2000,20902.5918367347,9186.77032768944,1063.68161828937,2527.41203750491,5595.67667189515,11715.8215090453,1913.05319813697,3718.78438642158,6083.98392448671,0.00999073506168429,0.00858004312849908,0.00112587353884477,0.0257728660444719,0.200650032420313,0.0114694146518516,0.00200080068681105,0.0726639000744596,0.429595323310654,2092197.59183673,1070713.77032769,944761.18461829,98064.8420375049,27887.7436718952,1021483.82150905,956143.813198137,51177.8803864216,14162.1279244867,2071295,1061527,943697.503,95537.43,22292.067,1009768,954230.76,47459.096,8078.144
"Paraguay","Oecd",2000,17391.944704947,7809.91921738295,2499.46355505877,2079.78717553452,3230.66848678966,9582.0254875641,3188.50348389304,2400.80955481841,3992.71244885265,0.00775772948932778,0.00700974983072212,0.00311934759011078,0.00959710091864173,0.0335956447759999,0.00849669937618672,0.00378770629680638,0.0126192014410865,0.0417293053371261,2241885.94470495,1114150.91921738,801277.665555059,216709.941175535,96163.3124867897,1127735.02548756,841803.253483893,190250.513554818,95681.2584488526,2224494,1106341,798778.202,214630.154,92932.644,1118153,838614.75,187849.704,91688.546
"Peru","Oecd",2000,351345.502968058,159802.615662099,32344.128148554,48897.8735206104,78560.6139929344,191542.887305959,44157.1262122863,62015.1036486214,85370.6574450515,0.0287995659298274,0.026392216208754,0.0121523011186523,0.0258969269480423,0.0521935802356218,0.0311717144019521,0.013451422854199,0.040001463892246,0.065082264157321,12199680.5029681,6054914.6156621,2661564.08014855,1888172.81752061,1505177.71799293,6144765.88730596,3282710.43821229,1550320.85364862,1311734.59544505,11848335,5895112,2629219.952,1839274.944,1426617.104,5953223,3238553.312,1488305.75,1226363.938
"Philippines","Oecd",2000,1677762.19451065,634328.63523133,86448.7292091018,106653.04148222,441226.864540008,1043433.55927932,186673.239528709,186912.347403797,669847.972346818,0.0499471546358453,0.0386280911473168,0.0118148701370398,0.0196526369625866,0.11997739216328,0.0607731704852324,0.0240877694407876,0.0381791225705197,0.148067613832451,33590746.1945107,16421433.6352313,7316942.8192091,5426907.42648222,3677583.38954001,17169312.5592793,7749710.49052871,4895669.0154038,4523933.05334682,31912984,15787105,7230494.09,5320254.385,3236356.525,16125879,7563037.251,4708756.668,3854085.081
"Poland","Oecd",2000,1122078.11672319,492105.951739904,170859.986945129,114898.231152898,206347.733641877,629972.164983287,220031.620895226,161727.810024478,248212.734063583,0.0435220827444261,0.04061316921167,0.0399727240922096,0.0181062109654789,0.137868417230919,0.0461014663019842,0.0377733263608661,0.0263196212519892,0.146430390459767,25781811.1167232,12116905.9517399,4274414.38694513,6345791.0311529,1496700.53364188,13664905.1649833,5825052.81089523,6144762.05702448,1695090.29706358,24659733,11624800,4103554.4,6230892.8,1290352.8,13034933,5605021.19,5983034.247,1446877.563
"Portugal","Oecd",2000,1209175.49728953,619630.031918898,465267.306241096,78714.4131473107,75648.3125304918,589545.465370627,442858.180392464,76568.2748965351,70119.0100816281,0.145901988689108,0.157022481789573,0.144784991278317,0.210500511772767,0.210908324444659,0.135794147360434,0.12481512152057,0.200282920573396,0.170584823887224,8287587.49728953,3946123.0319189,3213505.0887058,373939.295844953,358678.647368144,4341464.46537063,3548113.20132776,382300.570998893,411050.693043976,7078412,3326493,2748237.78246471,295224.882697642,283030.334837652,3751919,3105255.02093529,305732.296102358,340931.682962348
"Qatar","Oecd",2000,1561.54649792716,866.92334296124,155.838979827226,170.785087224616,540.299275909398,694.623154965919,137.170005342089,144.62777555317,412.825374070661,0.00421373884228034,0.00325572089416346,0.00113223624210123,0.00176952565236125,0.0168191313150963,0.00665937094486319,0.00253457434643432,0.00402962639964959,0.0288750308558003,370584.546497927,266276.923342961,137638.218979827,96514.6150872246,32124.0892759094,104307.623154966,54119.5430053421,35891.1127755532,14296.9673740707,369023,265410,137482.38,96343.83,31583.79,103613,53982.373,35746.485,13884.142
"Romania","Oecd",2000,466474.711725747,232831.960834584,75403.3654634763,75321.2153171418,82107.3800539664,233642.750891163,79899.3611412574,72946.7437645537,80796.6459853515,0.0311031419204248,0.0325088321838784,0.0701272551421651,0.014092639734671,0.110633348405619,0.0298182667168256,0.0264740915427161,0.0177766532377544,0.113156929588077,14997671.7117257,7162113.96083459,1075236.23034461,5344720.13300922,742157.597480761,7835557.75089116,3018020.88326012,4103513.90607248,714022.961558557,14531197,6929282,999832.864881133,5269398.91769207,660050.217426795,7601915,2938121.52211887,4030567.16230793,633226.315573205
"Russia","Oecd",2000,552730.594009491,224711.242937902,66988.6088855021,43218.3508360607,114504.28321634,328019.351071589,103245.00710603,68833.8451586921,155940.498806867,0.00569994451471103,0.00522310628622069,0.00981143286343212,0.00167945165331332,0.0109454972925204,0.00608020926210003,0.00444401731488935,0.00319754572103067,0.0169698869390323,96971223.5940095,43022529.2429379,6827607.1209918,25733608.1993173,10461313.9226288,53948694.3510716,23232359.3249997,21527087.0736775,9189247.95239437,96418493,42797818,6760618.5121063,25690389.8484812,10346809.6394125,53620675,23129114.3178937,21458253.2285188,9033307.45358751
"Rwanda","Oecd",2000,8907.56573174992,4454.09859792413,1060.98510468641,944.771065910719,2448.342427327,4453.46713382579,1328.46701842783,1289.55994996105,1835.44016543692,0.00351825082919285,0.0038228402553196,0.000947349811641611,0.0282496456516045,0.208658414973582,0.00325858250868646,0.00100539820774068,0.0316112197219064,0.402516738015835,2531816.56573175,1165128.09859792,1119950.72110469,33443.6430659107,11733.734427327,1366688.46713383,1321334.18201843,40794.3749499611,4559.91016543692,2522909,1160674,1118889.736,32498.872,9285.392,1362235,1320005.715,39504.815,2724.47
"Saint Kitts and Nevis","Oecd",2000,18067.738451529,8169.26177233886,2688.28067465372,1990.73588294289,3490.24521474226,9898.47667919009,2730.13900070323,2618.5970738784,4549.74060460845,0.49417967169687,0.478027388085668,0.43716548007795,0.310316099381008,0.77132560195647,0.508355993006705,0.397648772355937,0.380157739410961,0.79573542584441,36561.0717848623,17089.5266169871,6149.34343437724,6415.18724588842,4524.99593672146,19471.5451678752,6865.70458781518,6888.18561983195,5717.65496022803,18493.3333333333,8920.26484464826,3461.06275972353,4424.45136294554,1034.7507219792,9573.06848868507,4135.56558711195,4269.58854595354,1167.91435561958
"Saint Lucia","Oecd",2000,20960.3845152895,9346.04663285707,3232.07287617618,2933.76609548711,3180.20766119378,11614.3378824325,3867.90553360981,3446.85657867698,4299.57577014566,0.216919712982327,0.203866092094903,0.145277824050005,0.158737135143566,0.621789901122329,0.228703712019099,0.163019876546126,0.162062007538451,0.742843370175911,96627.3845152895,45844.0466328571,22247.5308761762,18481.9140954871,5114.60166119378,50783.3378824325,23726.5885336098,21268.751578677,5787.99777014566,75667,36498,19015.458,15548.148,1934.394,39169,19858.683,17821.895,1488.422
"Saint Vincent and the Grenadines","Oecd",2000,31100.9076122316,13344.7879857426,4532.13830536551,3720.62986602356,5092.01981435354,17756.119626489,4977.58721680202,4824.22407819362,7954.30833149337,0.372381637899641,0.34066474897318,0.251946058750443,0.252702535649798,0.788128094871357,0.400398496554879,0.269660516402038,0.28507457248793,0.887289389857988,83518.9076122316,39172.7879857426,17988.5263053655,14723.3578660236,6460.90381435354,44346.119626489,18458.717216802,16922.6740781936,8964.72833149337,52418,25828,13456.388,11002.728,1368.884,26590,13481.13,12098.45,1010.42
"Samoa","Oecd",2000,61577.4489795918,29539.3998959535,13998.2645897099,8754.06524720241,6787.07005904117,32038.0490836384,14753.2085864488,9827.32944182892,7457.51105536068,0.460084447814645,0.443338825534694,0.400050948626857,0.406919303380672,0.670316648457744,0.476685399288567,0.413480430400443,0.441815823625853,0.803052511523843,133839.448979592,66629.3998959535,34991.2045897099,21513.0252472024,10125.1700590412,67210.0490836384,35680.5485864488,22243.0454418289,9286.45505536068,72262,37090,20992.94,12758.96,3338.1,35172,20927.34,12415.716,1828.944
"San Marino","Oecd",2000,2190,1120.20329557158,695.32605561277,250.471335393066,174.40590456574,1069.79670442842,718.279093717817,224.851355990388,126.66625472022,0.1004937840892,0.106388628777129,0.105252644125538,0.0869890669302509,0.167095207474909,0.0949829372421571,0.0939813757609049,0.0843885213307977,0.132526346689909,21792.3926325247,10529.3517591834,6606.25736664091,2879.34270629546,1043.75168624706,11263.0408733413,7642.78122024057,2664.47796980569,955.781683295013,19602.3926325247,9409.14846361186,5910.93131102814,2628.87137090239,869.345781681324,10193.2441689128,6924.50212652275,2439.6266138153,829.115428574793
